color1,color2,color3,class
#3a2019,#d7b99e,#835a4c,beef_tartare
#270e08,#b09670,#79442a,beef_tartare
#896f42,#422d13,#c7c49f,beef_tartare
#324119,#a82f2d,#b9ae59,beef_tartare
#0e041c,#cc845a,#752931,beef_tartare
#333803,#ede206,#878808,beef_tartare
#190b0b,#998169,#542e1f,beef_tartare
#743317,#b39874,#dbcab9,beef_tartare
#3b1911,#874e2e,#b29277,beef_tartare
#552b12,#c3c4d5,#9e7d59,beef_tartare
#7b5533,#958a78,#451911,beef_tartare
#372b1d,#ccc5c0,#84796a,beef_tartare
#9c6943,#5a2616,#d6b594,beef_tartare
#543524,#9d9069,#d5d19c,beef_tartare
#c0b895,#4f3c20,#9f855a,beef_tartare
#f7f6e6,#634708,#c4a232,beef_tartare
#241b29,#c18460,#823e34,beef_tartare
#695c1e,#ddc8b1,#bc8b57,beef_tartare
#35210d,#e8eeca,#b89641,beef_tartare
#928a7a,#b0aa9d,#6a441d,beef_tartare
#8c6863,#181829,#f0ebe7,beef_tartare
#b67b43,#e8cb90,#593617,beef_tartare
#a26849,#531a27,#e4c886,beef_tartare
#2e1906,#9e4d0d,#af8257,beef_tartare
#a25936,#c8b292,#4c2215,beef_tartare
#898b84,#482917,#736844,beef_tartare
#27100a,#a47e63,#6f3124,beef_tartare
#efeae7,#825538,#af9681,beef_tartare
#d1c9bb,#46271a,#876757,beef_tartare
#512822,#c4ac91,#91603f,beef_tartare
#38250f,#b9c296,#827547,beef_tartare
#8f8f7d,#583f30,#b8baaa,beef_tartare
#c8ccc3,#63382c,#a9a896,beef_tartare
#d8d9c6,#682731,#cbae4d,beef_tartare
#594d47,#846d59,#3b3922,beef_tartare
#442a1e,#ddba98,#a95832,beef_tartare
#675d3a,#e1d3a0,#17160e,beef_tartare
#90452b,#e9c39e,#1a100c,beef_tartare
#7f3f13,#190907,#631f0b,beef_tartare
#c7c3b7,#5a4924,#ad905b,beef_tartare
#906b33,#58320f,#a7967d,beef_tartare
#6d4531,#897c69,#331917,beef_tartare
#161813,#b6b3af,#765a47,beef_tartare
#1c1408,#e5dcd6,#956a43,beef_tartare
#6e2f13,#2c1008,#ae7142,beef_tartare
#977560,#131514,#4a2b1f,beef_tartare
#75583a,#c6ae93,#3a2013,beef_tartare
#973e37,#e3dfd7,#c3a67f,beef_tartare
#aa9462,#dbd2cb,#542f0e,beef_tartare
#9e5630,#dbcab7,#6a3018,beef_tartare
#b99474,#3b3d3c,#f6f5f1,beef_tartare
#db8547,#e9e0db,#771616,beef_tartare
#2d1d16,#a2adb6,#7f6b54,beef_tartare
#1f160c,#6e5a45,#847768,beef_tartare
#684b37,#9b8a71,#311818,beef_tartare
#d9cdc1,#8f7e64,#433a27,beef_tartare
#927235,#452113,#cbbdc0,beef_tartare
#a75a48,#c8ac94,#4d2923,beef_tartare
#af9392,#5e3963,#d8ded6,beef_tartare
#e1d175,#0f0e0f,#876127,beef_tartare
#78726f,#ac5020,#3c2619,beef_tartare
#a9764c,#f5debb,#512a18,beef_tartare
#bcc6bd,#4a1e0d,#83553a,beef_tartare
#cbcac1,#61362e,#ada899,beef_tartare
#988a81,#634c3b,#c6c2c1,beef_tartare
#9c7320,#efe8bf,#483510,beef_tartare
#9f7b3b,#462a13,#d6c5af,beef_tartare
#823629,#d8c5af,#c88e54,beef_tartare
#b4643a,#f8e6c2,#542e1a,beef_tartare
#5f2d1a,#ecd4b4,#bf7637,beef_tartare
#ac875c,#371809,#7a471d,beef_tartare
#d7bda1,#613e24,#a77d52,beef_tartare
#b2856d,#512d32,#c6c7c5,beef_tartare
#7f6655,#dfe2e0,#2e281a,beef_tartare
#7a675e,#3b2e1c,#c6c1c1,beef_tartare
#452b13,#8a7760,#c1b6a0,beef_tartare
#50382c,#cdc3b8,#8d8377,beef_tartare
#793822,#f0ceb0,#c8734c,beef_tartare
#a45f4c,#5c2324,#e1b288,beef_tartare
#a38a73,#c4c5b9,#7a483c,beef_tartare
#780c0f,#dca073,#bf3132,beef_tartare
#301416,#b6825b,#7f4132,beef_tartare
#d9c9aa,#583f3a,#c49462,beef_tartare
#482d1d,#d6c3af,#9e8258,beef_tartare
#7b7e76,#313127,#b2bdbb,beef_tartare
#dfcc4e,#a43f27,#c7793f,beef_tartare
#bd8454,#dcd6ce,#673720,beef_tartare
#5e2c19,#d0cdd3,#ae6d34,beef_tartare
#21160f,#531815,#b75e20,beef_tartare
#9a1d13,#e59c2a,#521c0b,beef_tartare
#8e6957,#4b2a2a,#dbc9bc,beef_tartare
#957361,#4e261a,#bd8e73,beef_tartare
#a7872e,#d5dacb,#593a11,beef_tartare
#80869f,#c4e8f4,#685a4f,beef_tartare
#9a5722,#010002,#cdcca5,beef_tartare
#6b604c,#c8c1bb,#342012,beef_tartare
#40251a,#80624c,#d4c6b9,beef_tartare
#701f28,#1c0e21,#ae8269,beef_tartare
#5e311f,#85654b,#1e0c0a,beef_tartare
#cdcabd,#8a6e5b,#4a2d25,beef_tartare
#150e07,#d2d1c8,#92613a,beef_tartare
#b26245,#ebd4b8,#63421a,beef_tartare
#cbad99,#382923,#906f58,beef_tartare
#f7d1a2,#620c13,#ce7635,beef_tartare
#e2e9f5,#563520,#897670,beef_tartare
#d7d9cd,#9f805c,#492814,beef_tartare
#301608,#f0d196,#906a39,beef_tartare
#8a8b6a,#211d0d,#a4a6a4,beef_tartare
#9f938b,#452a18,#c7c5c6,beef_tartare
#c38437,#eccda6,#781b08,beef_tartare
#60392f,#d7deca,#aa9767,beef_tartare
#d9a375,#99613f,#3b2011,beef_tartare
#bb752d,#5d1e0e,#e2c598,beef_tartare
#a04936,#ddd5bd,#5b1b17,beef_tartare
#9f7f5f,#362a22,#dac7ae,beef_tartare
#dcd3ce,#5d3c2a,#9a7061,beef_tartare
#583f32,#9e9485,#100f0d,beef_tartare
#b0947d,#cec2b4,#5b3f39,beef_tartare
#1d0507,#723815,#410e0b,beef_tartare
#19130c,#b7bab6,#906d37,beef_tartare
#aeafab,#7e6750,#3d291d,beef_tartare
#b99473,#513025,#d3cac3,beef_tartare
#9c7b63,#493a1a,#ecd5be,beef_tartare
#d5dcdb,#704330,#b6aa91,beef_tartare
#8f6b4c,#d3ceca,#442d1b,beef_tartare
#7e6655,#2f190f,#d5cdc4,beef_tartare
#38251b,#c5c3c0,#8f7f66,beef_tartare
#973a32,#c9ac8e,#170d11,beef_tartare
#ccc6c0,#2e1609,#8e6b38,beef_tartare
#ead9c0,#3f352f,#b5875c,beef_tartare
#dbd9d7,#a8905a,#2a2618,beef_tartare
#ada79c,#584535,#e0e4e1,beef_tartare
#a37947,#cfbe9b,#4a2910,beef_tartare
#a36330,#ebd1b9,#452911,beef_tartare
#df8860,#f2ede1,#944d3f,beef_tartare
#1d242a,#e5dcbd,#908977,beef_tartare
#644d30,#0a0c0d,#ad8e68,beef_tartare
#191108,#a7b0b3,#675732,beef_tartare
#dcce9f,#231328,#906856,beef_tartare
#994043,#f3eae6,#cf827f,beef_tartare
#ddd4bf,#433928,#937f69,beef_tartare
#98724d,#361e15,#c2a78f,beef_tartare
#b6b8b5,#442914,#8e887b,beef_tartare
#e2d1bc,#544013,#b8814f,beef_tartare
#e2cfb8,#523f13,#b77f4c,beef_tartare
#482f19,#e9dac7,#a27d48,beef_tartare
#d2d1d3,#5f2c22,#856b51,beef_tartare
#734428,#f6faed,#b99a59,beef_tartare
#73462e,#ecc29a,#da8247,beef_tartare
#4b2017,#d9b596,#a4673d,beef_tartare
#e4d2c6,#c28955,#6a3511,beef_tartare
#a78971,#b2c2d6,#644c3b,beef_tartare
#cdccc8,#ab9171,#6c3216,beef_tartare
#e0b68e,#874820,#ae7f58,beef_tartare
#b96355,#572131,#e7ab7b,beef_tartare
#957d59,#d9ccb3,#4b3222,beef_tartare
#855335,#2f140d,#c8a182,beef_tartare
#e4c7a0,#301915,#8e7169,beef_tartare
#c19584,#eee4c4,#951d10,beef_tartare
#a37943,#3f1e0a,#743e19,beef_tartare
#cac7b1,#8d8388,#645451,beef_tartare
#a17c53,#d4cab0,#504525,beef_tartare
#202613,#a4af98,#824138,beef_tartare
#6a4534,#a59a8b,#dad7cc,beef_tartare
#18120f,#d1a28a,#7f6735,beef_tartare
#62382b,#1d1019,#b5855a,beef_tartare
#3f2d23,#82979c,#ae7c48,beef_tartare
#e9e2c8,#515419,#9f8d4e,beef_tartare
#816147,#b0b3ac,#321f14,beef_tartare
#99764d,#43251b,#b29f8e,beef_tartare
#491909,#f4e3c9,#ad886b,beef_tartare
#d2d1ca,#71653a,#a4977b,beef_tartare
#e5e5e6,#403a2d,#a59986,beef_tartare
#807665,#1e1b14,#d3d2d2,beef_tartare
#7d745d,#3a2116,#c4bfa3,beef_tartare
#301611,#d2cbbb,#736757,beef_tartare
#987f5e,#4a281b,#d0c7b2,beef_tartare
#92774d,#604029,#a79778,beef_tartare
#95856e,#d6c4b2,#5a4f37,beef_tartare
#8f8575,#d8dadd,#4a3521,beef_tartare
#854429,#270b11,#a37552,beef_tartare
#747875,#393228,#c1c6c3,beef_tartare
#b99475,#dcd5cb,#7e4235,beef_tartare
#e8d6c1,#454a14,#90844a,beef_tartare
#2d1919,#9f5d38,#d3b386,beef_tartare
#6d3723,#a5744e,#35120c,beef_tartare
#dedfd4,#534e10,#9c8156,beef_tartare
#d1d7d2,#584540,#9d9877,beef_tartare
#513013,#b68935,#c7bfa3,beef_tartare
#805030,#e3d4c5,#bb987a,beef_tartare
#38363c,#c3e3e8,#cab339,beef_tartare
#b19463,#38160c,#7f592e,beef_tartare
#b87133,#e8cb8a,#632b12,beef_tartare
#8c6444,#4c1b19,#b19784,beef_tartare
#934625,#1c0c08,#e8a967,beef_tartare
#362011,#ddd6b6,#966a32,beef_tartare
#dbd4cf,#6d462f,#d1a77c,beef_tartare
#a26847,#cfcdb2,#59171d,beef_tartare
#9f7c58,#5a371a,#c6c0b8,beef_tartare
#8e7029,#1e1610,#613113,beef_tartare
#864b3c,#e0e7d1,#cb9e65,beef_tartare
#d5d2e8,#593c47,#9b8798,beef_tartare
#3a1d15,#b9c0bd,#7d7864,beef_tartare
#eae6da,#391c15,#a0724b,beef_tartare
#b37d4f,#552e21,#dccdc1,beef_tartare
#835c31,#c7bba5,#0e0a07,beef_tartare
#af8a55,#823c1a,#552209,beef_tartare
#352510,#a7a291,#786241,beef_tartare
#5f4127,#d2d0ca,#ad8d62,beef_tartare
#b18066,#713628,#e6cbaa,beef_tartare
#565e3d,#747d5f,#3a2e13,beef_tartare
#a29177,#5e421d,#babcb7,beef_tartare
#523422,#949faa,#8a7655,beef_tartare
#455a3a,#6c8980,#0f1904,beef_tartare
#d2b78d,#2c2518,#826d50,beef_tartare
#752c11,#f6e395,#d18c2e,beef_tartare
#ae8383,#452320,#d8c3d2,beef_tartare
#462a0a,#f0e2c6,#d58c16,beef_tartare
#692712,#dbd6b1,#af7834,beef_tartare
#e0d595,#563511,#ae7b43,beef_tartare
#e72107,#fb9515,#46130b,beef_tartare
#e3ecdf,#3a2f16,#ada16c,beef_tartare
#100c0d,#dbdbda,#783f3c,beef_tartare
#845f46,#b8b7b6,#201f10,beef_tartare
#a1893c,#392d10,#d8dcdb,beef_tartare
#52483a,#2c241a,#7a7062,beef_tartare
#593e29,#948a7b,#c7d2dd,beef_tartare
#e7e9cc,#54332a,#a8916b,beef_tartare
#664f2f,#c8c09d,#311c09,beef_tartare
#5d3112,#9d6633,#181006,beef_tartare
#574418,#e18c3c,#eddfaa,beef_tartare
#b38252,#612b0f,#d0a57a,beef_tartare
#17140e,#c1c8c9,#7c6650,beef_tartare
#c8b7c8,#4e201d,#a87864,beef_tartare
#a08872,#4f2b28,#dad3c3,beef_tartare
#422b23,#dadedb,#98816a,beef_tartare
#301f0e,#e4e2d7,#93703d,beef_tartare
#d9c0af,#3e2c27,#967769,beef_tartare
#7a4933,#bead88,#211a0d,beef_tartare
#f4892b,#611103,#b73e0c,beef_tartare
#48281c,#dbd5d8,#a96652,beef_tartare
#bd9843,#b4b9ba,#7e542b,beef_tartare
#603112,#22160a,#b67e40,beef_tartare
#130f04,#9f7e4c,#e7e7e4,beef_tartare
#4b2c0c,#cfd3d0,#9b8d7c,beef_tartare
#b7babf,#6d4931,#271812,beef_tartare
#dbdfde,#51271b,#937a59,beef_tartare
#f6d1aa,#3b1f0c,#d47c40,beef_tartare
#7a492d,#120904,#4c2211,beef_tartare
#a9a5a4,#402419,#7f7e7c,beef_tartare
#5f3922,#ac8f5e,#c2c1bd,beef_tartare
#b2a593,#2e2012,#7b6447,beef_tartare
#beb179,#45291a,#918650,beef_tartare
#53260c,#141107,#caa268,beef_tartare
#cec3b3,#b1816b,#773331,beef_tartare
#a37339,#2d1d15,#dcc4ad,beef_tartare
#93765f,#372a28,#c6c3c4,beef_tartare
#b1866d,#391714,#854731,beef_tartare
#412514,#d9d7d9,#a59885,beef_tartare
#7c1e1e,#efd4ea,#cb5036,beef_tartare
#bec1c2,#2b2b19,#737571,beef_tartare
#797c56,#b0c2a7,#202113,beef_tartare
#72452d,#a2998f,#2c1d14,beef_tartare
#80635e,#a9b4d7,#321f1f,beef_tartare
#4c3508,#e2de98,#8f7832,beef_tartare
#7b7f60,#d3e7ec,#362a17,beef_tartare
#92867a,#16100c,#503126,beef_tartare
#e2a971,#703b19,#b57041,beef_tartare
#cf7213,#aa370f,#612c10,beef_tartare
#503a0e,#b9d57c,#8f9337,beef_tartare
#edcf89,#553517,#ac7534,beef_tartare
#823621,#89654b,#44301d,beef_tartare
#f9ac3b,#d26f1c,#752804,beef_tartare
#f6d880,#5d2309,#ca821d,beef_tartare
#91816b,#332b1b,#c3cad0,beef_tartare
#e9d892,#3a2613,#bb5e16,beef_tartare
#e0e2d9,#513933,#ad8e63,beef_tartare
#472f13,#e7dab6,#947041,beef_tartare
#2d1406,#b88f64,#693215,beef_tartare
#9e787a,#c9bde0,#4b4050,beef_tartare
#afa493,#3b2215,#71624f,beef_tartare
#8c6240,#d3d3c7,#301a0b,beef_tartare
#2d1220,#edcfe6,#c75e54,beef_tartare
#b9cdc8,#3c341f,#908f6d,beef_tartare
#8d350a,#cf7a12,#441305,beef_tartare
#a94f48,#d9b96e,#13030c,beef_tartare
#e6aa0d,#62380e,#c5c064,beef_tartare
#3e3529,#d3cfac,#968f76,beef_tartare
#dfc1db,#582521,#a36368,beef_tartare
#b4b49b,#412b12,#9f7847,beef_tartare
#6c2e1c,#ece7e1,#c0835a,beef_tartare
#aeaea2,#685440,#392b1a,beef_tartare
#b1823e,#4f1c13,#823f1d,beef_tartare
#252637,#d0bec6,#5d5c80,beef_tartare
#394616,#dfe2dd,#907e50,beef_tartare
#362f20,#b2b57e,#81642c,beef_tartare
#201510,#c5c4af,#89663b,beef_tartare
#958273,#694237,#b5a495,beef_tartare
#b2a26d,#74421a,#331f0e,beef_tartare
#8f9b93,#201a0e,#6a6d5e,beef_tartare
#c9b9ae,#432613,#a26049,beef_tartare
#d7bca0,#564f2c,#ad7d57,beef_tartare
#d4c8b9,#1d130a,#7b592c,beef_tartare
#3c3f2b,#c9e5d6,#9a9564,beef_tartare
#a1612f,#1f0e05,#d1d0ba,beef_tartare
#bb9773,#31250d,#623d1f,beef_tartare
#7e7c6d,#5c5547,#241f17,beef_tartare
#2f271a,#ccc1ad,#8c7144,beef_tartare
#bb8939,#cecbc2,#623c2a,beef_tartare
#a39f83,#73644a,#352a12,beef_tartare
#2f2115,#90a19a,#5d3e28,beef_tartare
#d8d5cd,#1f1f11,#817e68,beef_tartare
#a39d89,#5b3932,#7f796b,beef_tartare
#dddcc7,#2d2d28,#9d8c5c,beef_tartare
#090a02,#6e716b,#3e3b25,beef_tartare
#30233d,#d2c4e1,#816483,beef_tartare
#b9aa8c,#634b38,#1c1a15,beef_tartare
#909487,#4b491b,#d6e3dd,beef_tartare
#e3ddc5,#372b16,#79804b,beef_tartare
#745d4a,#a2a2a0,#36221a,beef_tartare
#a1a19c,#79705c,#44331b,beef_tartare
#140b13,#d0e2ec,#5d536e,beef_tartare
#4c3e34,#a29c8c,#ced0cc,beef_tartare
#582719,#ca8c29,#d5cebf,beef_tartare
#502b17,#cab598,#a06743,beef_tartare
#888662,#504025,#c3c285,beef_tartare
#f5e799,#382121,#cfac44,beef_tartare
#eee3d3,#652811,#c3ae7d,beet_salad
#c0c0bc,#312f11,#8b6835,beet_salad
#8d7727,#c5be8d,#443010,beet_salad
#9caeb2,#536839,#050b04,beet_salad
#786b67,#261918,#cdc7c4,beet_salad
#d4ccc4,#332a1a,#8e6033,beet_salad
#513c4c,#9589ad,#391425,beet_salad
#382b16,#8e6946,#ebdfd2,beet_salad
#a37b68,#e4dde5,#432c1d,beet_salad
#b3805e,#ead4be,#803025,beet_salad
#45211c,#f4d8ad,#886a3f,beet_salad
#1f1404,#875e38,#572710,beet_salad
#7d746f,#3c2d17,#c0c5c5,beet_salad
#867e63,#d1daea,#403225,beet_salad
#544d29,#211705,#877d59,beet_salad
#212e0f,#cee0b7,#668045,beet_salad
#f5eef6,#6b4f54,#b8929e,beet_salad
#32302a,#e0e8df,#848751,beet_salad
#709639,#bacbb0,#371712,beet_salad
#846747,#baad9e,#3c2717,beet_salad
#9e7347,#cdcbc2,#4a3323,beet_salad
#120f08,#996024,#342617,beet_salad
#afbcbf,#23190f,#706b5d,beet_salad
#f4f7f2,#2f2f1a,#ae895a,beet_salad
#63381d,#eee8d0,#bb8a46,beet_salad
#7b7161,#33302f,#bcb6a9,beet_salad
#a48e7d,#391919,#ecedeb,beet_salad
#eeebe3,#2f1415,#7d7554,beet_salad
#c7c6d7,#81644e,#33241e,beet_salad
#806a53,#c1baa7,#322119,beet_salad
#7a713e,#c3b7aa,#322816,beet_salad
#7b6f33,#b3b5b4,#1a180a,beet_salad
#abb98e,#313909,#849624,beet_salad
#d0d59e,#3f520c,#967239,beet_salad
#291a11,#c7bfba,#80755f,beet_salad
#2d1e19,#bcc1b4,#7c6a56,beet_salad
#ad8f49,#373c18,#e5e0be,beet_salad
#5d5f3c,#d7d4b4,#1b1619,beet_salad
#2c1e1e,#ac967a,#654732,beet_salad
#271e0f,#b7b1ab,#81783c,beet_salad
#4f5130,#bda680,#ebece4,beet_salad
#dd8a17,#4f1d06,#904a0e,beet_salad
#322612,#858b57,#d6d7d3,beet_salad
#372616,#b3902b,#d4dbd3,beet_salad
#c9985e,#39210d,#845a2b,beet_salad
#633718,#1c0d09,#a77d4a,beet_salad
#a29546,#d4d6d4,#1c120e,beet_salad
#82766a,#cdc5bc,#221b18,beet_salad
#675e47,#10100d,#aba9a1,beet_salad
#b75921,#fae5b9,#2e0b04,beet_salad
#382513,#85a0b7,#777653,beet_salad
#5e4418,#dbe0db,#969b9a,beet_salad
#bdbead,#5c3910,#a38a3c,beet_salad
#dcdac6,#482f17,#9d8a5c,beet_salad
#5d2619,#eadebc,#9c7833,beet_salad
#2d1407,#8d5f1a,#d8dcb0,beet_salad
#887c60,#452c17,#705f47,beet_salad
#878044,#241a10,#e1ebe0,beet_salad
#c09751,#e5d4c0,#633527,beet_salad
#531e39,#a63a54,#debabb,beet_salad
#f3bc85,#620c12,#c4784a,beet_salad
#d1cac7,#2e2112,#707748,beet_salad
#271b13,#a28a31,#e1e2dc,beet_salad
#431814,#d4c7ec,#9a6b6d,beet_salad
#97a192,#364525,#d6e0d5,beet_salad
#d3ad84,#18090d,#8d5837,beet_salad
#e9dbc7,#816d46,#292310,beet_salad
#2c3121,#d5ccaf,#76784e,beet_salad
#af8d72,#3e352b,#efd8ca,beet_salad
#64553e,#b3aea1,#1f160d,beet_salad
#968776,#cacacd,#6a4a28,beet_salad
#2a170a,#847c6f,#c6cbc1,beet_salad
#c0896d,#580f1e,#3f5c1c,beet_salad
#f5f7d2,#2f2123,#bcb471,beet_salad
#1c1e0b,#dfdad1,#7e6933,beet_salad
#1a0e05,#66360c,#997b4a,beet_salad
#c59a77,#8f4236,#e1ddd1,beet_salad
#d2c6c8,#79432e,#b49a95,beet_salad
#462e22,#e6dade,#898070,beet_salad
#d9d4c3,#452e18,#989179,beet_salad
#582813,#b0cbda,#918370,beet_salad
#5d3c28,#15070a,#371611,beet_salad
#ebe0c9,#552c15,#b1883c,beet_salad
#0d1610,#83bec1,#695f4c,beet_salad
#2b231e,#d0c7bd,#8c6d65,beet_salad
#9c5c28,#d7a689,#391d0c,beet_salad
#d3d097,#8b7f40,#344012,beet_salad
#bb9a79,#e8d7c1,#492a18,beet_salad
#eae3da,#291907,#946c4e,beet_salad
#090e07,#e9e8dc,#9e8d72,beet_salad
#80694f,#cdc5b6,#381e19,beet_salad
#201912,#9a9fa3,#5a4d3e,beet_salad
#788629,#bdc3b6,#23160a,beet_salad
#967f4b,#cac2a2,#472415,beet_salad
#a6aaa2,#202016,#6d6441,beet_salad
#3d3916,#d9d1be,#7b7d48,beet_salad
#4d4332,#c3d8d7,#887f58,beet_salad
#161f07,#abbb93,#69801a,beet_salad
#76693d,#d3cbb9,#23210c,beet_salad
#c5bbaa,#412a1f,#937249,beet_salad
#dcd3cb,#352525,#886153,beet_salad
#c07c68,#f1e2d8,#623b2c,beet_salad
#ddcfc3,#442f33,#ab592d,beet_salad
#b8a280,#4b2614,#8a6c3e,beet_salad
#482416,#cac2a2,#96804d,beet_salad
#2e2315,#e9d4be,#806d40,beet_salad
#573122,#b1b1b3,#8f6c51,beet_salad
#726d70,#3d221a,#d0d7db,beet_salad
#ad817e,#d4bdd5,#3f1f22,beet_salad
#b7a9a3,#1e1b13,#604d40,beet_salad
#39371b,#9e9476,#ecf3f0,beet_salad
#51310d,#a07820,#dad1b9,beet_salad
#9d7b37,#bbbcb9,#3a261a,beet_salad
#493222,#efece5,#9a8a78,beet_salad
#351808,#f9ecda,#cb8638,beet_salad
#84623e,#e6c291,#3e2c1a,beet_salad
#eba6a1,#852f33,#c56c63,beet_salad
#864228,#201a21,#512a24,beet_salad
#a4905d,#3f2a0f,#e9e0d2,beet_salad
#fbe9ce,#291110,#af3b29,beet_salad
#d5d8d7,#332b1f,#8e9061,beet_salad
#f4f4ea,#501d0a,#8a7b17,beet_salad
#eae0e4,#3c181a,#d3aa8a,beet_salad
#aebba1,#543638,#fcfdfb,beet_salad
#ada8a5,#261d17,#767262,beet_salad
#393d12,#9a9073,#deded4,beet_salad
#d7cfcc,#211b17,#797067,beet_salad
#737c3d,#cedbbb,#292912,beet_salad
#431510,#190609,#71391e,beet_salad
#b9d0e4,#523423,#978b7d,beet_salad
#32200f,#8b8962,#ced0b7,beet_salad
#c0c9df,#26291c,#5f6b56,beet_salad
#aa8e41,#452012,#e1d5b7,beet_salad
#3a3624,#c5c5c8,#837255,beet_salad
#6d624a,#d8d3b4,#292318,beet_salad
#201d19,#cdd7d6,#7d795d,beet_salad
#3c160a,#dbd3b5,#a06d37,beet_salad
#a46a2a,#3b1d05,#734212,beet_salad
#897e63,#363c16,#c8c0c4,beet_salad
#322714,#dac9b1,#7a6b3d,beet_salad
#6f3b25,#a58468,#26130d,beet_salad
#aa802a,#e2d2ba,#4c350f,beet_salad
#a1794b,#e1d8ca,#3c2812,beet_salad
#8e9073,#362925,#e2e8eb,beet_salad
#b4b3a9,#645c3a,#b59650,beet_salad
#312716,#c4cccd,#7a784e,beet_salad
#746f5c,#ccb6a8,#333030,beet_salad
#61655f,#271f14,#464539,beet_salad
#858b86,#e1e8f1,#333327,beet_salad
#c29975,#d9d8cd,#783d21,beet_salad
#444629,#dedfda,#999d81,beet_salad
#c7986a,#180905,#935526,beet_salad
#817255,#e2d4b4,#3c2119,beet_salad
#c6c8c4,#85827f,#3c2d13,beet_salad
#a18c73,#4e3c2f,#c1c7b9,beet_salad
#080705,#7d8273,#44442d,beet_salad
#19160d,#e8e3d9,#80794d,beet_salad
#231710,#706550,#d6d4c9,beet_salad
#af7539,#e6c18e,#481e0e,beet_salad
#372618,#e6dedb,#a7915a,beet_salad
#d3c9ab,#524125,#a68e3e,beet_salad
#141507,#caca92,#628b14,beet_salad
#915321,#e8d2d5,#ac9698,beet_salad
#79311e,#cdc8bf,#b08153,beet_salad
#efda7e,#34220b,#835413,beet_salad
#8a8151,#d2cabc,#412c19,beet_salad
#969177,#ddd9d2,#625e39,beet_salad
#2d0e08,#a3643f,#dccdca,beet_salad
#ddcdcc,#3e1514,#976148,beet_salad
#a36942,#793720,#2a0809,beet_salad
#efe6ee,#442b1e,#927f63,beet_salad
#867856,#2b271a,#afb7b4,beet_salad
#b48130,#391e0c,#ece6c1,beet_salad
#26110b,#b3bdbd,#87633e,beet_salad
#b98021,#31240e,#f2e2b0,beet_salad
#d8cfc0,#383740,#766963,beet_salad
#a47c40,#b2b3b0,#4d2621,beet_salad
#ddd5c5,#3e1b0e,#9b7d4f,beet_salad
#ede0cc,#423513,#947b3a,beet_salad
#43390a,#d4d288,#a57e25,beet_salad
#bebbae,#393e17,#a2701e,beet_salad
#c8caca,#8b8a72,#51513b,beet_salad
#f6f8f6,#bca871,#654b41,beet_salad
#e5cfce,#b97769,#5e3620,beet_salad
#412f2a,#9c8f81,#f4f3f1,beet_salad
#8f7b60,#4c231f,#e1dcd5,beet_salad
#d7c7b3,#352012,#7c794f,beet_salad
#60212d,#ecdee0,#cb4c5c,beet_salad
#5e4531,#0a0401,#382412,beet_salad
#b38e5b,#1f1406,#7b582d,beet_salad
#c07a2d,#49250d,#f4c265,beet_salad
#7d835b,#d3e1cd,#19170e,beet_salad
#aa7f5e,#e4e3e2,#5b412e,beet_salad
#bfc2be,#3a3520,#8a865e,beet_salad
#cdad6a,#956943,#342a25,beet_salad
#392b10,#fad697,#ab430e,beet_salad
#511819,#c49470,#8f563b,beet_salad
#f8f9e6,#3f2e09,#8b7714,beet_salad
#aa9782,#4d3521,#ded8cf,beet_salad
#f4e4b3,#4c2209,#bb8a3f,beet_salad
#92813b,#2a201e,#e3e9e5,beet_salad
#5b5850,#9ca7bf,#1b1412,beet_salad
#867643,#281f10,#d1c9bf,beet_salad
#efeee7,#29281a,#a19863,beet_salad
#582027,#e2dcc1,#a37559,beet_salad
#97706d,#e0d6ea,#473033,beet_salad
#e2e0db,#4c2730,#9c6148,beet_salad
#b7bcbb,#301c0d,#816e3b,beet_salad
#e4e4cb,#c8b767,#844346,beet_salad
#a8818e,#e5dedc,#853546,beet_salad
#453d11,#e3d4c0,#b36636,beet_salad
#7a6837,#979771,#471907,beet_salad
#362d1a,#d1d4c9,#8e8b68,beet_salad
#a99e31,#312910,#dbd99c,beet_salad
#c2b7be,#40291c,#936a4b,beet_salad
#2a1820,#d8dde0,#85776b,beet_salad
#443117,#96895b,#e1e2dd,beet_salad
#605321,#d9c5ad,#a57d43,beet_salad
#61291c,#d2d4df,#b47747,beet_salad
#ead6bd,#4e301c,#9a7e5b,beet_salad
#2d2919,#9a757b,#e0cee8,beet_salad
#5d261a,#bfb5ac,#986f52,beet_salad
#592313,#f0f0eb,#9e8a7c,beet_salad
#a67044,#dac6ad,#4c1410,beet_salad
#4b2e1f,#dccee3,#a97360,beet_salad
#321915,#bdbaad,#6f7557,beet_salad
#d67a1e,#5e2e1d,#d2c3ce,beet_salad
#aba688,#53401c,#e5e1c0,beet_salad
#cddbeb,#2e291b,#a19c7a,beet_salad
#948a3b,#e1e2d0,#28190a,beet_salad
#3b2612,#d8c8b6,#856641,beet_salad
#261a0a,#846e29,#cdcfcb,beet_salad
#866742,#c7beb0,#361f12,beet_salad
#7c7a6a,#d3d6d2,#2c2a18,beet_salad
#434329,#d8add2,#827189,beet_salad
#77913b,#201a0e,#eaeee4,beet_salad
#150c0a,#937055,#543520,beet_salad
#e5bed8,#832e3d,#c67e72,beet_salad
#30100f,#beae8d,#916b3e,beet_salad
#ab9a8c,#292713,#904d2f,beet_salad
