color1,color2,color3,color4,color5,class
4428684,798325,14936291,661051,13024694,chicken_wings
462357,11581112,5925229,1914955,1738446,chicken_wings
5466253,657686,13227491,2635874,9018811,chicken_wings
482230,8839642,727069,2407082,736611,chicken_wings
593985,1125277,1393344,924788,657171,chicken_wings
1184826,9090527,4086716,15265266,1451938,chicken_wings
528688,12968422,4025243,1256554,7842503,chicken_wings
13426929,2047350,5471369,1118493,10466504,chicken_wings
1711936,6595019,13361896,3368874,2112896,chicken_wings
790067,8099514,1583211,14213096,3695004,chicken_wings
12772075,533061,758762,1194911,7178667,chicken_wings
9481668,2314139,14411500,1780830,2848717,chicken_wings
9737127,4083574,2714287,12961490,988219,chicken_wings
8038828,4210744,12902370,1057657,855854,chicken_wings
1515115,8562633,854836,2638511,5473455,chicken_wings
11520990,1455467,3302557,7968957,14478068,chicken_wings
10530233,1908016,3556222,8030617,13882838,chicken_wings
4431305,792879,12300199,7105654,1984368,chicken_wings
600544,796524,7854330,4427724,398139,chicken_wings
1717642,6542073,856353,3446489,989537,chicken_wings
991073,6797034,1130936,15132135,2194918,chicken_wings
614089,12509933,1382964,8027781,3950174,chicken_wings
12770263,463650,2724992,8492171,3426638,chicken_wings
5738940,1258888,13100786,11038742,792378,chicken_wings
724237,9153484,5658737,15202035,2172722,chicken_wings
6978961,10196079,3955065,1323337,12169102,chicken_wings
1584169,11713454,396553,7572607,3364430,chicken_wings
11512480,1842485,7435904,15852488,3228528,chicken_wings
2181776,14412001,10200748,2042961,5016719,chicken_wings
1717146,5400764,13944031,397915,9211089,chicken_wings
2385048,10870512,331055,5413313,997746,chicken_wings
1125725,13488600,2054535,331042,7375775,chicken_wings
4542645,2759980,15724279,2433910,9735849,chicken_wings
3495539,15988471,2762791,10398894,2586568,chicken_wings
14935263,2977456,10988720,1261953,660534,chicken_wings
1324102,8499655,5082286,13824244,3433342,chicken_wings
5739451,1978183,11976396,1859496,7432805,chicken_wings
3093584,11058360,7503769,4414084,15988709,chicken_wings
3361659,3355201,13021616,7378592,8678504,chicken_wings
336515,6865636,1070257,14153468,198967,chicken_wings
936865,7516139,199264,3309510,14281202,chicken_wings
14020090,266346,5672400,867500,9879526,chicken_wings
403878,5284312,14277346,794979,1067215,chicken_wings
855842,8166589,3893655,12833243,1520235,chicken_wings
2504552,7508933,4415639,1184557,12637416,chicken_wings
14279650,931185,527380,8685967,1075679,chicken_wings
6007743,1253978,12510190,1986216,5065545,chicken_wings
476607,131595,9684437,3707811,533346,chicken_wings
11975617,659481,7501950,4106966,1717853,chicken_wings
3889850,460301,14608111,9415122,1845344,chicken_wings
933501,11391460,397892,4156827,8562110,chicken_wings
7377847,2702175,14280171,1183001,4087197,chicken_wings
1971746,1994989,8542296,15593976,1193633,chicken_wings
3547465,15919600,7300528,4405383,11837899,chicken_wings
10198177,926076,5673454,3682110,2310312,chicken_wings
66829,8311002,468037,2253439,2200785,chicken_wings
810717,13561330,1388634,6525876,540585,chicken_wings
1385056,8169665,790321,12639986,2572935,chicken_wings
12888493,4079467,16377293,3022648,7765147,chicken_wings
4087975,13428457,8035520,856626,2241649,chicken_wings
2590939,4280416,7703714,1646118,12306641,chicken_wings
9027315,2644419,988254,1847709,6262484,chicken_wings
726064,3761818,6197449,1783664,12573934,chicken_wings
1058917,15067359,9872801,6319213,527641,chicken_wings
4941431,15198950,866468,1911106,7116986,chicken_wings
14150119,933542,1059177,4102558,857389,chicken_wings
1317927,2120375,13357269,1389440,7308696,chicken_wings
2709389,11779774,1189701,15133932,4628904,chicken_wings
2052429,13754086,2504319,4293833,9549783,chicken_wings
924770,10788275,1131974,15849689,5791876,chicken_wings
7172749,9937855,1252438,14081253,1986728,chicken_wings
3558278,5861551,12699097,2040900,8426693,chicken_wings
1129099,198427,2319027,664664,4168911,chicken_wings
4201324,12837862,4205253,9343156,3214111,chicken_wings
2434933,8425931,5396375,14938874,1511997,chicken_wings
14546169,3035253,879301,5815516,2105642,chicken_wings
1581414,13886449,2312361,986402,6000582,chicken_wings
4020351,1053737,12699583,2110552,7440286,chicken_wings
13420744,2768218,10724778,1318193,4939899,chicken_wings
1584534,9348319,3954871,1185375,12836601,chicken_wings
15265266,396462,1250093,8231873,4283007,chicken_wings
2113935,15462893,2105392,9676467,5788499,chicken_wings
13691120,1596898,2828332,8031137,1455528,chicken_wings
796256,3900089,12309209,1922199,8694203,chicken_wings
1251365,10799593,475603,3771325,863881,chicken_wings
880601,3646186,15858428,924490,933273,chicken_wings
791864,3165580,7047077,1847656,11781326,chicken_wings
1922724,13098459,1447445,597863,6321262,chicken_wings
3762056,596776,12048604,6855853,1982555,chicken_wings
9085882,1057636,5800094,11454174,1982615,chicken_wings
9735298,2763064,5742039,15330018,2443415,chicken_wings
2650304,8233110,2184309,14413024,6930403,chicken_wings
871837,14086640,1476323,1650246,7776184,chicken_wings
2117741,13819604,1322042,10796219,5602441,chicken_wings
1385292,3169446,12770292,1323664,5868743,chicken_wings
6918558,1392738,11519937,924972,2715532,chicken_wings
1388163,5271198,15067106,594752,9414592,chicken_wings
8685961,11974838,727326,1210783,2181214,chicken_wings
131338,4364496,2256051,12373980,797809,chicken_wings
9216689,1187926,14475488,4874623,593712,chicken_wings
857143,9607847,2770049,13232881,4029130,chicken_wings
4085930,528695,11515886,1187968,7374810,chicken_wings
5409723,1259127,462638,8696531,3170721,chicken_wings
602237,6262729,1531336,3827609,9417695,chicken_wings
985633,3947617,1314872,1387046,591113,chicken_wings
3153764,8615334,5917313,1901875,12167366,chicken_wings
13687777,2507903,7766963,400198,1937592,chicken_wings
793404,13560557,15501595,2392273,1194895,chicken_wings
1255297,6591452,2972093,658215,9552117,chicken_wings
1252153,15725295,4023720,11251904,1587066,chicken_wings
4412791,11134191,9089226,4555445,1844801,chicken_wings
11973561,729203,923183,5666429,1261730,chicken_wings
593708,7898006,13883350,1650781,2642096,chicken_wings
1784984,1668820,10467023,3256818,990290,chicken_wings
1054249,9213108,1846891,4220799,14472427,chicken_wings
595747,9876951,2644058,3698130,1123709,chicken_wings
199211,14806507,1260935,3962791,9612224,chicken_wings
3364491,7309212,1053741,14148843,1715814,chicken_wings
1582425,13159117,855570,1193625,7240334,chicken_wings
2825522,6186914,15520684,8689359,4079993,chicken_wings
922176,4689137,8438748,1783701,2384595,chicken_wings
2831972,15855084,7499906,1382447,11255511,chicken_wings
1516887,15328736,10333105,65797,4020105,chicken_wings
6583676,11252924,1579574,3293528,9477282,chicken_wings
8494272,1258091,12111334,595507,3693203,chicken_wings
740243,15003376,2267070,10929106,536671,chicken_wings
861094,14017775,2212827,925512,2454676,chicken_wings
462115,13690600,672711,1191286,2002152,chicken_wings
1192540,7703194,11517635,334651,4412275,chicken_wings
12495000,2105135,7826023,16050643,2178422,chicken_wings
1129671,14151161,395563,6329814,530824,chicken_wings
6450832,11514030,2510480,14936030,1253200,chicken_wings
1197191,8427693,1254734,12177627,5269377,chicken_wings
207949,9750479,69663,1276843,479355,chicken_wings
10863576,3494816,6259140,14412781,1781858,chicken_wings
2174275,12502990,3181793,1854879,8622248,chicken_wings
1020896,1391286,8109560,4419803,398703,chicken_wings
403786,2023664,549271,960207,7855076,chicken_wings
8755103,1185073,14413040,5925747,2111586,chicken_wings
132872,10529194,4087396,12634058,1713972,chicken_wings
1121072,2461144,3369633,8962517,1654397,chicken_wings
14927843,6251908,1250907,11179714,1850299,chicken_wings
7378901,1515343,12375277,5336748,3426434,chicken_wings
3646166,1709090,15265516,1395357,7431536,chicken_wings
9270366,1053461,13017214,16245951,3752525,chicken_wings
2250897,10724262,3443143,1189454,14215402,chicken_wings
1058898,14147296,10661298,265251,2584430,chicken_wings
1457323,11125716,728136,3704803,15726841,chicken_wings
8426642,1981278,11715774,6190715,924974,chicken_wings
611761,13103354,556515,471159,6791370,chicken_wings
4868687,8747646,13488599,593699,539278,chicken_wings
10728381,331814,3041907,13620444,730202,chicken_wings
10999783,740001,995180,15006459,5013668,chicken_wings
1916532,4358595,7960445,1251373,12046558,chicken_wings
9343119,1971754,4407639,11914176,3239075,chicken_wings
1581388,4283258,591634,6255760,789549,chicken_wings
1457861,16054515,1186381,5269677,1651596,chicken_wings
1518714,14476517,4175076,921124,2250430,chicken_wings
727116,10075350,1915770,4883901,12180209,chicken_wings
1132720,15662584,530256,10217199,2331617,chicken_wings
592933,9543109,3103916,14218746,1388405,chicken_wings
8689327,857142,12838134,3429791,1583990,chicken_wings
6718114,985629,10073038,1646155,3953527,chicken_wings
3039386,1653096,6195115,331307,11061210,chicken_wings
6582908,1053227,3755873,9089192,1384793,chicken_wings
3374209,11524322,2173525,1719955,7580093,chicken_wings
15131362,795735,4683904,935326,7320278,chicken_wings
15725291,1778996,6784403,9549754,4215912,chicken_wings
1449775,15596281,7646381,2243686,4555387,chicken_wings
1053470,3640038,1459873,15464438,6511963,chicken_wings
2111338,9148585,922420,13689327,4488076,chicken_wings
10602731,2711205,3898318,1721205,861233,chicken_wings
7572138,1186348,14870760,4545166,2898271,chicken_wings
1387372,12965857,7766933,593723,2839696,chicken_wings
12243190,3689087,2372178,5270431,9677259,chicken_wings
595811,197662,12311528,2062249,7841737,chicken_wings
921115,7969984,2042458,11194603,4352151,chicken_wings
6201033,1067170,9884397,729437,1210582,chicken_wings
13099496,989505,1722566,7711178,3698803,chicken_wings
13092281,1652840,9475211,2779565,330510,chicken_wings
678568,15266282,8637668,341620,1476309,chicken_wings
7766689,2770831,16052980,1055290,12236483,chicken_wings
15528427,2898791,11385530,1579827,6323083,chicken_wings
15263206,805803,1799899,11973304,532568,chicken_wings
9222848,1052977,16711422,1845098,5145225,chicken_wings
1119525,7774157,868249,14150129,617169,chicken_wings
1651578,9543575,5335154,859193,13095870,chicken_wings
1458055,10595767,727885,2460371,15727091,chicken_wings
1063533,8773368,415692,14673125,3909079,chicken_wings
5079769,1319777,3104955,11520744,1982613,chicken_wings
13423827,2376342,1386305,8692383,3960670,chicken_wings
4415140,2502767,7377600,855335,12632015,chicken_wings
3358818,11454933,6843506,1381913,4557262,chicken_wings
330027,6200265,992123,595026,1793474,chicken_wings
9292768,1786743,3630994,796235,6789809,chicken_wings
14937580,1325443,9875385,729691,1922221,chicken_wings
988709,9878707,1718635,13494233,4157335,chicken_wings
15071741,396342,4157120,10403294,1784696,chicken_wings
4104945,1525919,7567746,1318464,11979743,chicken_wings
2047123,11713981,3025477,526091,7109530,chicken_wings
10004928,2774930,2045025,5277362,9495539,chicken_wings
3694244,2826027,10405598,7048876,3227502,chicken_wings
592398,15067884,1655927,9087665,2846396,chicken_wings
9805735,3162714,1605799,6583425,660525,chicken_wings
1785723,6200514,3435171,10604260,660776,chicken_wings
15525336,4021628,7439766,12366760,1191249,chicken_wings
9886706,1255804,594504,4619434,7846103,chicken_wings
5070774,16113641,1579078,2898057,9145550,chicken_wings
723488,2571888,9813977,5272222,1251914,chicken_wings
6058123,13094353,923979,1850503,9937838,chicken_wings
1712470,14874107,724005,4150148,10530238,chicken_wings
924238,7638713,3694248,1980799,13359589,chicken_wings
13951969,1063561,399438,9680067,3897001,chicken_wings
397098,8813460,5132909,11048878,1517147,chicken_wings
12179162,4280221,9546433,2234208,10917453,chicken_wings
2440558,10268348,789527,857417,7704483,chicken_wings
200230,10464702,2846126,14409955,994147,chicken_wings
1672118,9631740,598712,921178,2741998,chicken_wings
1120818,9477035,1196673,1732026,14278113,chicken_wings
3431079,14211548,11892587,4892897,2436684,chicken_wings
1458579,2308432,11578279,395015,7699066,chicken_wings
13822712,1582176,3166879,788763,8626633,chicken_wings
14740721,735359,198949,9220282,1606624,chicken_wings
469600,9480130,1002665,13163506,7239806,chicken_wings
928329,13628662,6519685,1272236,4834278,chicken_wings
1187132,6581360,12832724,1458320,3174074,chicken_wings
1580327,4414857,12437465,3161426,8295075,chicken_wings
13358291,198156,1603504,1257828,7897743,chicken_wings
2046537,8292733,10596776,4547166,925221,chicken_wings
13823733,3295357,9818859,1778234,7441310,chicken_wings
990270,13560050,2270154,1393058,5101295,chicken_wings
1518938,12107722,7636099,1055012,3560564,chicken_wings
3762322,14015968,1383988,1785456,9017252,chicken_wings
2040923,15777258,15432374,855079,7226733,chicken_wings
4879817,2306942,11713760,724809,2642357,chicken_wings
2368081,8818356,4347012,11588082,723479,chicken_wings
1184021,13295342,6526667,3290966,2965413,chicken_wings
1908270,4605258,3224892,1445910,5593700,chicken_wings
7550312,16040687,1247001,11494833,2629252,chicken_wings
13357528,864607,6977412,660007,1399440,chicken_wings
3757718,7573959,1649521,14477814,659256,chicken_wings
9346734,2177897,4947344,858166,12107982,chicken_wings
1546682,7715012,617111,278894,12968418,chicken_wings
724819,7305614,13488338,1592440,10593708,chicken_wings
8568316,2455800,12514814,599440,1720817,chicken_wings
1512220,15002862,5727634,4012880,9614030,chicken_wings
929090,8959662,3640206,397085,1595243,chicken_wings
1517670,13885165,659501,3563399,8428739,chicken_wings
7506324,2309736,9941429,4746105,1122880,chicken_wings
6394282,209278,9617102,268879,741786,chicken_wings
8030854,1,13288885,3955126,2041952,chicken_wings
1069451,2801133,10655923,2238266,1344196,chicken_wings
10200999,1525642,4159146,597586,12635081,chicken_wings
11187634,1912903,7372930,396302,14673625,chicken_wings
1324631,14217195,527119,939942,5218194,chicken_wings
351196,14738919,465746,8234950,407455,chicken_wings
462352,4084584,2242124,1252911,7174284,chicken_wings
7893885,462103,14147032,1849754,1783890,chicken_wings
2705266,11110558,398130,6581141,860757,chicken_wings
3183079,593979,15397876,2967458,9744835,chicken_wings
594476,13554646,4023947,10003632,1718112,chicken_wings
9546170,6057335,14606819,1191776,3111590,chicken_wings
10988460,3036282,1717332,6190473,9016477,chicken_wings
201258,8164766,2903653,862536,5928836,chicken_wings
789780,8621975,1719645,1665692,13618382,chicken_wings
4874874,1118765,14541541,2238541,7771828,chicken_wings
1908065,10270946,6060990,3755146,985646,chicken_wings
6131903,2104355,14140822,9684970,5986138,chicken_wings
1517103,7706019,5402477,13163481,1723271,chicken_wings
795209,14610131,4818856,2577277,11650220,chicken_wings
7768964,1843748,919817,3096141,5466471,chicken_wings
1534108,665963,8311793,4959190,331052,chicken_wings
264208,799363,531024,1468096,3827075,chicken_wings
1578529,5268636,15462386,2898550,8033209,chicken_wings
860481,15134958,736171,4103843,2316386,chicken_wings
1844048,10856887,2970039,15659504,5222637,chicken_wings
5794490,738701,14740456,487657,467263,chicken_wings
2239094,12308193,4873103,1709627,8822197,chicken_wings
9024988,1055521,3033717,5078453,8630335,chicken_wings
875707,13887729,132363,1877227,601461,chicken_wings
527130,1070509,4240118,599657,1474788,chicken_wings
1185051,11251626,5328718,5605010,1586504,chicken_wings
2183561,7245474,396311,14546160,927572,chicken_wings
10140122,2046324,4422086,1384519,2972067,chicken_wings
3373233,1515572,6731485,4280681,13822955,chicken_wings
725052,7507888,1384551,328714,4613254,chicken_wings
2045549,12245995,4351377,1054767,9413817,chicken_wings
2319033,15529461,594751,6527954,1127810,chicken_wings
9025776,1588890,661085,2381792,4093870,chicken_wings
1020386,463413,1663661,573689,796279,chicken_wings
8824778,1647444,4222916,2705042,11915752,chicken_wings
14805481,2046845,660032,9482678,4750522,chicken_wings
1188438,6858941,3106465,11392234,1785475,chicken_wings
8103105,1254978,6325151,3168381,11720680,chicken_wings
1858972,265518,1324906,9359594,5802926,chicken_wings
1186344,12439767,4610163,8557212,2635344,chicken_wings
2906553,989251,11451357,2311802,7900077,chicken_wings
2702710,7439789,11057090,4349596,1317958,chicken_wings
1059953,15857142,331056,4617134,2564775,chicken_wings
4622528,13754599,861798,10532554,1988508,chicken_wings
3738444,9876181,3947443,15790578,4884944,chicken_wings
4669521,8371439,1520519,856887,3433658,chicken_wings
3909111,2298460,2635176,459015,3107293,chicken_wings
1387638,8041699,6648705,921892,2910658,chicken_wings
11651545,1254235,7510445,2510254,4547435,chicken_wings
14736611,661834,6126742,10857404,2442868,chicken_wings
15727094,3754600,7374235,1319227,12571087,chicken_wings
15924210,3564191,2568004,7318488,8683653,chicken_wings
2169376,3758490,14478835,2765927,7903417,chicken_wings
14676470,3095390,7247299,987159,3365036,chicken_wings
9351121,2304334,3491451,1315103,6191260,chicken_wings
10061733,1914481,12169681,1918636,5598101,chicken_wings
9607842,988705,15265003,1718383,5397346,chicken_wings
14993585,5017519,1908018,9086901,5658729,chicken_wings
3162707,13487811,4088206,1188137,10199959,chicken_wings
11321303,536202,8822221,14413811,1139388,chicken_wings
659764,8358815,12505571,4937846,1453414,chicken_wings
1190779,14407904,724765,3298988,9078218,chicken_wings
12706034,1288864,4509662,1516109,1915050,chicken_wings
1324642,14869991,1793438,1117978,6253433,chicken_wings
10795962,2244219,13688796,1777719,3967598,chicken_wings
9807281,670885,9689068,1122387,1605083,chicken_wings
7438202,1326727,11982820,4817850,1319999,chicken_wings
1252441,15919858,12300507,3491217,7304895,chicken_wings
14473693,6847617,1186111,2703790,9811388,chicken_wings
13100764,741266,952538,8563614,1253663,chicken_wings
16511222,4730714,7763118,2561330,14860498,chicken_wings
14007507,16379381,2757936,4862303,8686772,chicken_wings
5405599,8109256,1973317,14609647,2764929,chicken_wings
2174027,10664381,4544376,14739174,2378666,chicken_wings
1839665,7768772,2830173,4874125,1911983,chicken_wings
2905248,12964839,1452908,4425678,7108244,chicken_wings
2375011,7054812,4811919,726054,12439775,chicken_wings
12765129,1271489,3316196,795230,935066,chicken_wings
726040,10795203,2377566,13751769,6914185,chicken_wings
592670,7711420,3956875,15134963,1387104,chicken_wings
15464698,1184303,5792908,2501727,12505817,chicken_wings
8891079,790824,14740980,4613257,1847126,chicken_wings
4153254,1051931,1185375,8625343,1516436,chicken_wings
1185885,11125214,1979023,14019320,3955887,chicken_wings
1396854,15001828,528924,3583439,9277569,chicken_wings
1381977,13888505,6189471,2701195,10928607,chicken_wings
15067110,1975360,11253442,3097220,6781596,chicken_wings
10005691,1451606,4218506,13291216,6719921,chicken_wings
6059406,1647665,2577093,10863070,1386371,chicken_wings
3042267,1318205,15264235,5891320,1719204,chicken_wings
15527651,3097978,11449267,3223349,7372432,chicken_wings
1449029,11645366,2507401,6846882,15395294,chicken_wings
1055284,3366310,9355752,1783156,5475281,chicken_wings
2431041,15389411,11566491,3944587,788240,chicken_wings
2174053,13820653,8822188,2770081,1381927,chicken_wings
11332604,460294,5872092,1980798,14285053,chicken_wings
1521237,132890,2773623,9284036,398903,chicken_wings
2767726,15132128,1579836,615658,6726553,chicken_wings
12501959,395284,8094099,14541539,1385298,chicken_wings
10936821,1995707,1133713,1381408,3711460,chicken_wings
12235702,1976141,14735060,7176604,3163526,chicken_wings
14672093,1716550,790553,10658980,4413562,chicken_wings
1650014,15331574,329757,5934497,11651279,chicken_wings
461860,2189750,1781589,9417947,5135466,chicken_wings
466735,15661559,9351855,1732263,866662,chicken_wings
658715,3565734,10793147,1651305,7899546,chicken_wings
14145746,4089482,7965842,1388653,12173243,chicken_wings
231929,9155557,5210564,482762,206995,chicken_wings
13362927,929392,8102072,331586,3366542,chicken_wings
12311009,3686046,9215661,3480128,5339586,chicken_wings
4350597,14216423,1518148,9810352,5342680,chicken_wings
1582952,14350589,461605,9813478,4744611,chicken_wings
7969476,791363,4091049,12441582,1386359,chicken_wings
1587336,15922682,10332607,1844812,2513588,chicken_wings
864412,2787575,265300,12641782,1530836,chicken_wings
3297638,7840974,4289196,1911083,12050155,chicken_wings
1056402,13492982,6527703,1514045,1916881,chicken_wings
1584774,8231612,1119540,12830427,4089768,chicken_wings
1658516,6611192,3115207,13821668,992336,chicken_wings
6000601,2762819,10268094,13952246,4283281,chicken_wings
12965606,2435630,3100061,7507631,5201005,chicken_wings
6391223,1714759,14345966,2770033,4351125,chicken_wings
10723494,1975614,15458521,6256792,3361139,chicken_wings
857426,7912688,1719708,15793149,3635924,chicken_wings
330022,11710406,1256336,661087,7370647,chicken_wings
856094,3695002,2177118,11720428,7967661,chicken_wings
7635850,12432808,2894661,3228550,15657175,chicken_wings
3085904,11506900,7165871,15780584,4534663,chicken_wings
8969704,867187,736448,2857157,398893,chicken_wings
1127053,14017778,594768,8496341,2709953,chicken_wings
7309730,12042187,1187907,2443640,657934,chicken_wings
593188,5538235,2377109,13820905,1319774,chicken_wings
3308233,724505,14279652,1325181,8761030,chicken_wings
6465751,1733312,330783,869251,14937843,chicken_wings
726074,9480909,3300251,1319039,12704242,chicken_wings
11851224,3097692,858930,6520462,15266541,chicken_wings
14740200,3293793,1383981,5073299,10728627,chicken_wings
3035296,11849709,987953,6719414,1780588,chicken_wings
2579129,14276825,1191299,8603410,7834275,chicken_wings
3705024,2238533,9235961,2640802,4573411,chicken_wings
2176391,986900,11916268,7242392,3555908,chicken_wings
1321651,986649,9483730,5271959,1518434,chicken_wings
14345448,2175848,4812445,987672,9284549,chicken_wings
15990011,1646158,6516922,3489929,11055310,chicken_wings
15525611,2111874,4089264,857907,10007497,chicken_wings
4609891,11252141,1712430,7701642,14539736,chicken_wings
1646910,7372430,10926539,4016748,14280947,chicken_wings
861546,12966893,6197958,2247311,331065,chicken_wings
7050704,2169625,13232115,5066596,11245442,chicken_wings
4301504,137777,1866147,7856366,544375,chicken_wings
6776687,15856364,2238001,10858415,1982070,chicken_wings
8689587,1315920,1976722,525335,5202816,chicken_wings
5145740,530464,874134,3695724,996430,chicken_wings
8755112,2962786,13622753,671166,1446166,chicken_wings
533082,14739943,934276,789275,7446689,chicken_wings
526363,2503287,10333896,1251915,6188948,chicken_wings
4214129,594251,11119530,329504,859776,chicken_wings
3625636,15128775,3024959,10915442,7389400,chicken_wings
2697015,6393529,4217240,10269903,2505325,chicken_wings
14344681,3031153,5795236,1251888,9481934,chicken_wings
9587991,1711153,2540515,14151401,3169155,chicken_wings
1851771,9866117,1121859,12629683,5528434,chicken_wings
14081759,2966112,4876180,1385011,7574979,chicken_wings
12506072,1714261,5211006,2381217,462356,chicken_wings
1991877,15133932,1911101,7314879,2178682,chicken_wings
1651282,8497312,726558,13099220,3299200,chicken_wings
1127817,13553096,1447718,8755355,5330525,chicken_wings
13751000,2379900,7766924,924474,11513781,chicken_wings
923682,8488838,12696237,5789530,2581630,chicken_wings
1581605,8103889,14475488,5079481,3035015,chicken_wings
8033195,1453423,4219787,11260646,527922,chicken_wings
2317507,922401,11122887,2570599,7439516,chicken_wings
2510966,10078161,992319,4817572,199183,chicken_wings
8498598,264457,3566973,12707542,1195346,chicken_wings
1711913,8886177,5204864,12371145,4212300,chicken_wings
726090,7050954,1853090,12900075,7629936,chicken_wings
2776983,14607833,2242394,9941434,4294326,chicken_wings
12117486,5262982,986687,860573,2515937,chicken_wings
1257815,7387574,2458559,1266580,14083299,chicken_wings
2641051,460570,13824508,6130151,1187678,chicken_wings
865141,9885691,1926845,134434,4758743,chicken_wings
8032945,9271374,1452103,2969739,14146008,chicken_wings
2303290,15987178,6977681,4345194,10856118,chicken_wings
3889078,8496584,790077,1585796,12180467,chicken_wings
1861017,9023170,531527,4359855,1393525,chicken_wings
4691394,4014938,15399414,2902954,10993353,chicken_wings
1661125,14413548,1648748,5077633,9547965,chicken_wings
462622,6318449,1255498,8691637,2509944,chicken_wings
725273,8892878,1256852,3302011,13424864,chicken_wings
2307143,7375505,4414319,593170,12041655,chicken_wings
3296420,6791584,12305618,3898213,1910085,chicken_wings
1602488,6726090,4275002,14277590,9735038,chicken_wings
1916010,3633045,13359070,660522,7444147,chicken_wings
1848690,7839174,12640244,989763,3366813,chicken_wings
1649523,7840697,855848,3365026,14542323,chicken_wings
13158589,2771076,6789541,1581605,4353360,chicken_wings
396310,13029074,3431808,1192537,4888008,chicken_wings
395797,9479341,6186098,1845325,15529458,chicken_wings
13756660,9411761,1850280,3696086,1122146,chicken_wings
1652356,5407944,2841262,11713748,660288,chicken_wings
8172256,2575998,13753055,925243,5669293,chicken_wings
11903949,2171776,856117,9007535,4606117,chicken_wings
4094375,1121835,13489369,1658217,7120335,chicken_wings
1329813,15332079,1055026,5788758,6919868,chicken_wings
6652578,792609,10072264,1516648,4021641,chicken_wings
1977169,14344927,4481419,854805,10135984,chicken_wings
3702625,12439760,1266335,1518408,8166295,chicken_wings
3293342,2170694,13360876,8293048,5595744,chicken_wings
3359575,15923961,8957892,856597,3041215,chicken_wings
795967,5875416,1389937,14348536,2648229,chicken_wings
7239300,10656160,1579570,13943747,3556707,chicken_wings
920890,5402001,1977194,13887220,525840,chicken_wings
8935545,3939389,13014435,5388644,2623248,chicken_wings
796255,10462379,1259918,12434879,5466502,chicken_wings
2705296,13556452,790063,5011132,1648485,chicken_wings
4749721,1053211,12969198,2179942,8302792,chicken_wings
337815,466015,2524638,264736,1860022,chicken_wings
528919,7573920,11587807,5203311,2505796,chicken_wings
5134442,13424610,2046881,6655447,1514024,chicken_wings
1719922,11516352,5732236,1122101,15067888,chicken_wings
13226960,2052759,1190754,10334900,6786720,chicken_wings
595521,8034488,2513052,1124991,14146018,chicken_wings
922164,14938615,6785703,2175596,9813983,chicken_wings
7326450,134238,13825789,673448,1999582,chicken_wings
3693435,13620432,1253439,5215673,9342860,chicken_wings
2788306,14673890,2437178,8027516,1724559,chicken_wings
8886704,2625819,12246505,4612526,3291005,chicken_wings
6317493,10657739,1250360,14212596,732053,chicken_wings
11386043,2570851,7835287,14541788,3041445,chicken_wings
2369328,12039350,15526887,4280950,8621210,chicken_wings
2961466,15394524,7373724,5790549,3165313,chicken_wings
4287381,11584486,2183288,798548,8031910,chicken_wings
2571102,11844025,791846,1520022,5334143,chicken_wings
11257826,15857402,2898769,5414626,3895732,chicken_wings
11979741,2701407,1712441,4347519,8557735,chicken_wings
10196922,4736645,14601190,6842793,2629961,chicken_wings
1315607,6646133,1910339,3949661,9604235,chicken_wings
8292498,3493491,11448750,14935517,1055809,chicken_wings
6331017,1125420,15922673,3235675,10860465,chicken_wings
927829,14606555,11054511,461835,6124680,chicken_wings
9409686,1450790,3827323,13493734,5478584,chicken_wings
2306656,7240867,2632484,12039643,3624582,chicken_wings
2965345,527897,12629697,1187908,6252417,chicken_wings
10067096,1254211,6449513,13619915,1196676,chicken_wings
1065905,15003116,5160127,863060,2643836,chicken_wings
15064789,3106710,536168,10399175,751338,chicken_wings
1192035,10928071,1132713,4156536,596537,chicken_wings
2308186,10396061,14079949,7569022,463649,chicken_wings
797329,12769763,727117,7110071,1198805,chicken_wings
8494245,2968197,13553872,2173254,4026540,chicken_wings
1184033,5399689,13619917,7183827,1651055,chicken_wings
2169185,14082273,2302630,2834398,2168358,chicken_wings
7831937,1520247,2121671,13883607,1841959,chicken_wings
2375004,7703959,13553859,4416137,726820,chicken_wings
1781879,12378088,3114911,1383237,7319236,chicken_wings
5065853,921138,13742525,9208746,1712743,chicken_wings
3232348,14343365,3575729,10328976,1058606,chicken_wings
10594495,1318466,3689860,5864637,15065057,chicken_wings
5920338,5342651,1390718,989476,12434628,chicken_wings
6061983,1974057,3363466,10596804,2175837,chicken_wings
1257873,6528197,13753574,724507,3567002,chicken_wings
724782,4630492,1060728,1401795,9230578,chicken_wings
7175804,860731,13029323,4085342,9084575,chicken_wings
10404053,1849982,14018539,2976430,2105140,chicken_wings
2240679,12302571,1774670,6387423,7301241,chicken_wings
7370369,15463663,597810,8962015,2440032,chicken_wings
15529711,1195918,403945,8362678,202843,chicken_wings
407014,12245750,134482,334248,1472242,chicken_wings
727360,12894136,1256807,2377608,8555415,chicken_wings
5860738,791840,13295333,2242910,9939383,chicken_wings
1264527,198176,398934,2717627,5676769,chicken_wings
15064565,1381711,7029868,2049478,11566759,chicken_wings
3628158,15790830,198668,6918844,1187651,chicken_wings
3156051,11052741,15985912,8220041,3294621,chicken_wings
15720416,3874138,3151646,4997285,10784701,chicken_wings
8357511,529181,11518919,6050638,2109505,chicken_wings
602849,14146267,267682,10198950,593213,chicken_wings
